"image","round","plate","row","col","startlivefronds","startdeadfronds","particles","area","perim","mean","circ","feret","minferet","ar","round","solid","perred","pergreen","perblue","numrow"
"DSC_1054_Plate3Round1Start.JPG",1,3,"a",12,2,0,1,3304,334.818,80.002,0.37,94.868,52.44,2.083,0.48,0.803,0.334824962709266,0.372340691482713,0.29255935268285,1
"DSC_1054_Plate3Round1Start.JPG",1,3,"b",12,2,0,1,1506,254.149,86.108,0.293,62.426,39.437,1.57,0.637,0.776,0.345840881993156,0.37511806878184,0.278855236060142,2
"DSC_1054_Plate3Round1Start.JPG",1,3,"c",12,1,0,1,1684,186.652,90.2,0.607,67.201,35.78,1.847,0.541,0.91,0.342483370288248,0.375565410199557,0.281481892091648,3
"DSC_1054_Plate3Round1Start.JPG",1,3,"d",12,2,0,1,2032,202.309,88.902,0.624,69.635,40.67,1.907,0.524,0.876,0.347315021034397,0.388708915434973,0.263968564636716,4
"DSC_1054_Plate3Round1Start.JPG",1,3,"e",12,4,0,2,4341,428.215,89.4525,0.5795,73.695,40.268,1.9235,0.52,0.8825,0.349252768330393,0.379494777685725,0.271237492208734,5
"DSC_1054_Plate3Round1Start.JPG",1,3,"f",12,2,0,1,1725,246.149,96.903,0.358,65.307,36.881,1.889,0.529,0.856,0.344640172818867,0.371842633011018,0.283362400200888,6
"DSC_1054_Plate3Round1Start.JPG",1,3,"g",12,2,0,1,2909,267.806,82.365,0.51,82.565,56.915,1.869,0.535,0.811,0.349209818086161,0.3936623565835,0.257046884801392,7
"DSC_1054_Plate3Round1Start.JPG",1,3,"h",12,2,0,1,2277,202.066,75.28,0.701,69.462,43.217,1.714,0.583,0.912,0.33714576691463,0.389421714488133,0.273140276301807,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",1,1,1,1,497,123.782,92.972,0.408,35.341,23.704,1.36,0.735,0.785,0.359556282178147,0.366465172309943,0.274566536161425,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",1,1,2,1,589,117.539,89.83,0.536,41.976,20.935,2.099,0.476,0.879,0.35674422056477,0.368336487439237,0.275449923930387,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",1,1,1,1,469,89.841,88.65,0.73,29.206,23,1.144,0.874,0.912,0.354844895657078,0.375713479977439,0.269828915209626,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",1,1,2,1,647,99.054,89.405,0.829,35.903,25,1.444,0.692,0.94,0.360531663031523,0.380426150662715,0.258695449546073,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",1,1,2,1,490,110.468,95.147,0.505,32.757,25.754,1.186,0.843,0.833,0.358322735696694,0.364905532141493,0.277157100766883,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",1,1,4,1,612,107.74,86.719,0.663,37.947,22.013,1.707,0.586,0.905,0.362050607902151,0.38528657695161,0.252424497514962,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",1,2,2,2,713,149.824,88.731,0.582,24.017,18.115,1.3285,0.753,0.8135,0.357523472115071,0.37134898528867,0.271790163540703,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",1,1,1,1,910,162.995,86.833,0.43,42.426,33.097,1.197,0.835,0.808,0.35557142253905,0.365540750636279,0.279114315218101,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",2,1,2,1,324,74.426,78.821,0.735,26.627,19.608,1.368,0.731,0.874,0.352063536367212,0.373271928377801,0.275379234806291,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",2,1,2,1,749,118.125,90.94,0.675,40.112,28.569,1.523,0.657,0.87,0.35345649145957,0.372311414119199,0.274550985998094,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",2,1,1,1,405,105.054,96.41,0.461,29.732,21,1.298,0.77,0.835,0.366020122393943,0.381070428378799,0.253213705355599,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",2,2,3,2,645,185.521,98.619,0.4535,26.672,21.0715,1.447,0.7405,0.7565,0.367585436819205,0.377048514794404,0.255762643637157,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",2,1,1,1,698,109.882,82.87,0.726,37.855,27.308,1.374,0.728,0.899,0.355303487389888,0.38662563855034,0.258159366075379,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",2,2,0,1,1315,221.723,82.636,0.336,58.138,37.66,1.698,0.589,0.778,0.371512819271665,0.378999467544412,0.249822514803879,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",2,4,4,4,1324,337.889,88.85475,0.50775,27.2775,17.66,1.6205,0.633,0.7885,0.363270289051395,0.372627619157464,0.264485669381995,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",2,1,1,1,582,130.853,94.363,0.427,41.773,23.183,1.821,0.549,0.762,0.366065089070928,0.367315579199474,0.266675851057441,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",3,1,1,1,1314,204.794,89.216,0.394,57.585,34.583,1.774,0.564,0.816,0.363731468197035,0.369881336681014,0.266809391439503,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",3,1,2,1,491,97.882,98.12,0.644,30.364,25.456,1.179,0.848,0.866,0.360490555782036,0.377602255741269,0.261716945237125,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",3,1,2,1,577,102.225,86.865,0.694,38.275,22.366,1.814,0.551,0.903,0.339158464283659,0.36786968284119,0.292672537846083,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",3,3,4,3,1417,295.061,92.585,0.616666666666667,30.6126666666667,23.7673333333333,1.27166666666667,0.793666666666667,0.858333333333333,0.362820681877905,0.379962624525215,0.257130198828982,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",3,3,3,3,1414,358.859,97.0946666666667,0.383,33.9946666666667,23.9273333333333,1.48366666666667,0.677666666666667,0.747333333333333,0.367230894525991,0.380986995251535,0.252011533345008,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",3,1,1,1,636,108.125,89.542,0.684,41.183,22.34,1.823,0.549,0.891,0.356298347888886,0.383250318286391,0.261281484294149,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",3,2,2,2,552,150.509,92.213,0.6815,24.434,17.8865,1.4645,0.7205,0.8595,0.362123855127446,0.373509335872637,0.264979516244427,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",3,1,0,1,1604,223.765,89.281,0.403,62.968,39.162,1.706,0.586,0.84,0.367566074155382,0.374107219527858,0.258886735886321,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",4,1,1,1,712,198.794,95.51,0.226,53.759,27.841,1.906,0.525,0.65,0.36261473493177,0.36315918053956,0.274885701322724,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",4,1,1,1,792,133.095,86.782,0.562,39.294,31,1.375,0.727,0.827,0.354136418458513,0.37585367165234,0.270386332035061,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",4,2,3,2,636,160.167,94.786,0.582,28.5185,16.3365,1.7705,0.565,0.8465,0.358455618897257,0.374502494606474,0.267670480169358,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",4,2,2,2,1049,265.12,96.1515,0.3785,36.2325,21.8755,1.809,0.5675,0.743,0.370110852316359,0.373827594184741,0.256379910807176,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",4,2,2,1,1044,204.936,97.024,0.312,52.631,30.245,1.802,0.555,0.791,0.362051313764292,0.37126552880387,0.267222542875989,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",4,1,2,1,497,114.61,91.032,0.475,31.623,26.183,1.1,0.909,0.814,0.365900635673902,0.391803614846061,0.242632627354483,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",4,1,1,1,1443,252.191,95.547,0.285,62.817,36.349,1.749,0.572,0.807,0.368000390732659,0.372500793675713,0.260036072997234,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",4,1,1,1,838,123.882,81.761,0.686,37.483,32.901,1.101,0.908,0.906,0.360925950840458,0.383654798742677,0.255712788900984,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",5,1,1,1,642,103.64,79.897,0.751,33.287,26.693,1.239,0.807,0.907,0.350497098347456,0.376080036380173,0.273656499409657,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",5,1,2,1,440,104.125,91.295,0.51,33.971,22.21,1.624,0.616,0.801,0.367946400861676,0.383222885517644,0.248651806415101,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",5,2,4,2,822,166.995,89.014,0.7415,30.398,19.572,1.603,0.6235,0.897,0.369069698443569,0.389520529298211,0.241254311447382,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",5,1,0,1,1066,185.966,93.354,0.387,61.4,27.298,2.515,0.398,0.822,0.362898215395162,0.379376709442909,0.257685798144697,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",5,1,1,1,451,114.61,98.455,0.431,35.128,22.659,1.198,0.835,0.793,0.373524283513619,0.377631066646353,0.248353731823337,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",5,1,1,1,677,125.924,93.238,0.537,35.693,29.651,1.151,0.869,0.836,0.361615793274559,0.372083628277455,0.26664736123326,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",5,2,1,1,2365,298.434,90.183,0.334,79.246,52.667,1.528,0.655,0.809,0.367933350335799,0.374734336478789,0.257783248136197,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",5,1,1,1,315,79.841,83.794,0.621,25,19,1.185,0.844,0.849,0.346568171149883,0.363792952558258,0.289535448043217,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",6,2,2,2,816,165.924,81.8155,0.6855,28.0475,20.755,1.276,0.785,0.8625,0.346889798825453,0.371474891992323,0.282042816418663,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",6,1,2,1,499,98.912,91.469,0.641,36.77,20.287,1.819,0.55,0.868,0.367199087486835,0.383007722106214,0.249705729081255,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",6,2,2,2,1018,206.108,91.537,0.613,32.731,23.362,1.4035,0.722,0.8485,0.358083868062072,0.37412732619559,0.268110967868452,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",6,1,1,1,820,152.894,92.937,0.441,38.21,34.391,1.064,0.94,0.842,0.362352991811657,0.379694488381018,0.258296839077368,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",6,1,3,1,745,115.054,88.974,0.707,34.132,30.499,1.074,0.931,0.912,0.36699110601599,0.393362105783712,0.239950247637887,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",6,1,1,1,558,106.711,91.161,0.616,34.928,26.147,1.293,0.773,0.878,0.352998175389329,0.378831590994687,0.268177546684803,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",6,1,1,1,579,105.397,89.705,0.655,33.601,25.638,1.437,0.696,0.861,0.347933039778533,0.379949092395444,0.272355684372852,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",6,1,2,1,405,77.255,90.032,0.853,27.019,21.009,1.296,0.772,0.913,0.364196433860553,0.384426278064096,0.251543895503821,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",7,1,2,1,150,57.012,86.167,0.58,20.125,13.87,1.564,0.64,0.804,0.349194006986433,0.359197836758852,0.291940843555731,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",7,1,2,1,399,88.912,98.87,0.634,28.018,21.191,1.361,0.735,0.866,0.362105121202926,0.368507467718553,0.269259296719598,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",7,1,1,1,1473,287.848,97.234,0.223,70.036,37.48,2.116,0.473,0.71,0.361670471919973,0.373977552433648,0.264842201973247,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",7,2,2,2,369,128.024,101.585,0.6525,20.0815,14.2,1.3445,0.7445,0.7995,0.366400479884187,0.377265876599282,0.256813356837672,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",7,1,2,1,555,102.468,92.582,0.664,32.202,27,1.086,0.921,0.86,0.358827849906029,0.389305336530499,0.252151246102554,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",7,2,2,2,1328,232.007,93.799,0.6215,36.712,28.816,1.255,0.7975,0.8645,0.358591459229153,0.378694532033972,0.263065176384216,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",7,1,1,1,452,92.811,94.648,0.659,30,23.873,1.315,0.76,0.871,0.372362155918068,0.385086495928775,0.24296692305525,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",7,2,2,2,1063,190.894,91.7785,0.7325,32.5235,24.4625,1.363,0.761,0.906,0.35747079733017,0.376363503147764,0.266613314503779,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",8,1,0,2,182,77.154,92.501,0.737,14.671,10.2015,1.321,0.758,0.7955,0.349392021306519,0.360392129654949,0.290680471899523,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",8,1,2,1,377,110.225,96.655,0.39,28.844,25,1.243,0.804,0.732,0.363319710999603,0.374362423051058,0.262859310606452,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",8,1,1,2,561,170.267,97.8945,0.4775,25.554,18.473,1.3225,0.758,0.7695,0.36062526137748,0.363209694784116,0.277062878478378,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",8,1,2,1,534,109.782,92.994,0.557,37.202,23.84,1.669,0.599,0.845,0.361783197482275,0.376712476073725,0.261586769038863,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",8,1,2,1,377,97.64,96.698,0.497,28.862,24,1.262,0.793,0.79,0.365464297779341,0.372358614793825,0.262077119830124,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",8,1,1,1,602,193.966,89.786,0.201,40.853,32.659,1.264,0.791,0.658,0.369081297009927,0.375700740278737,0.255251375492839,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",8,2,2,2,820,217.765,95.3155,0.566,29.9775,21.695,1.372,0.7355,0.8265,0.372722465366585,0.38100871376104,0.246598044343031,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",8,1,2,1,679,189.137,84.848,0.239,44.922,30.281,1.142,0.876,0.666,0.374516782953045,0.385575774718713,0.239628512162927,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",9,1,1,1,592,124.368,84.201,0.481,38.013,23.623,1.677,0.596,0.852,0.346401269976999,0.368990075335606,0.284937233524542,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",9,1,1,1,483,110.711,87.199,0.495,35.468,21.713,1.7,0.588,0.851,0.35246199306567,0.37311207697336,0.274685871779875,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",9,1,3,1,157,51.113,103.134,0.755,18.439,12.991,1.41,0.709,0.877,0.347968015720648,0.362832173030556,0.289093153890408,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",9,2,2,2,890,197.037,95.313,0.5775,33.427,19.782,1.7525,0.575,0.834,0.361617665717738,0.376793954691082,0.26165425155867,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",9,1,2,1,438,92.569,99.769,0.642,30.806,21,1.546,0.647,0.869,0.357081524989392,0.371083870407308,0.272462722221665,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",9,1,2,1,547,103.054,93.035,0.647,37.802,20.942,1.881,0.532,0.879,0.351684849787714,0.379050894824528,0.269744361441035,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",9,1,2,1,361,81.255,94.848,0.687,31.048,16.684,2.044,0.489,0.889,0.356500224921278,0.378025894062078,0.265625,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",9,1,1,1,388,99.397,88.629,0.494,29.547,21.132,1.339,0.747,0.826,0.363372410083983,0.372387518005769,0.264006890145062,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",10,1,1,2,594,178.41,87.279,0.4615,31.133,12.355,2.543,0.3985,0.755,0.365772411307191,0.3672931071768,0.267518746906298,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",10,1,1,1,478,107.64,92.437,0.518,32.757,24.777,1.543,0.648,0.797,0.337069211102336,0.372848534677672,0.289984890610181,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",10,2,1,2,835,181.137,97.266,0.64,32.1145,20.931,1.632,0.6745,0.876,0.349191445757849,0.377306426153736,0.273207733986403,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",10,2,2,2,393,127.682,101.6375,0.5445,22.2185,14.0885,1.6815,0.6295,0.8005,0.355628163055328,0.366815442315599,0.277840099098015,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",10,1,1,1,346,76.426,95.731,0.744,29.155,17,1.759,0.569,0.903,0.362066624186523,0.376910300738528,0.261158872256636,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",10,2,2,2,408,122.853,101.2525,0.6325,21.036,15.004,1.5365,0.7,0.8345,0.363688179706453,0.373169805299869,0.26348886766927,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",10,1,1,1,165,78.811,98.388,0.334,20.125,15.425,1.387,0.721,0.711,0.383413966472876,0.382550039977775,0.233995338184873,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",10,1,3,1,542,103.054,86.815,0.641,34.205,22.727,1.672,0.598,0.854,0.358321334638791,0.374006028144138,0.268252414137342,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",11,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",11,1,1,1,539,104.468,88.124,0.621,31.145,26,1.07,0.934,0.867,0.345187841375032,0.3736931293783,0.281179550027991,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",11,1,1,1,827,155.823,99.763,0.428,48.166,30.806,1.522,0.657,0.784,0.356080577635663,0.361837555005363,0.28284701409006,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",11,1,2,1,444,104.125,90.178,0.515,33.601,22.084,1.89,0.529,0.809,0.358265504520689,0.378148402788559,0.263918768066121,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",11,1,0,1,1227,246.635,95.055,0.253,66.038,30.879,2.395,0.418,0.775,0.367752003226202,0.375852576578472,0.256756614591552,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",11,1,1,1,435,88.912,93.651,0.691,32.757,19.223,1.82,0.55,0.887,0.356177011813364,0.382099497068905,0.261883660256342,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",11,1,1,1,676,159.238,94.385,0.335,35.341,32,1.124,0.89,0.8,0.354971658632198,0.376655895181085,0.268315940032844,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",11,2,3,2,654,171.238,89.1955,0.5815,28.0445,18.1475,1.6175,0.6185,0.8295,0.372108276132223,0.380116844171971,0.248277166186346,8
"DSC_1078_Plate1Round2Start.JPG",2,1,"a",12,2,0,1,1091,172.066,95.804,0.463,56.036,28.83,2.069,0.483,0.85,0.353927463014766,0.366244276508984,0.280423225195886,1
"DSC_1078_Plate1Round2Start.JPG",2,1,"b",12,1,1,1,432,84.669,90.28,0.757,31.78,19,1.659,0.603,0.913,0.351410426820263,0.373641264215035,0.274789543642003,2
"DSC_1078_Plate1Round2Start.JPG",2,1,"c",12,2,2,2,594,155.58,94.045,0.591,27.4875,16.586,1.8335,0.547,0.8495,0.359560427229649,0.374539782034064,0.265720789612093,3
"DSC_1078_Plate1Round2Start.JPG",2,1,"d",12,1,1,1,636,118.024,94.511,0.574,36.346,26.805,1.36,0.736,0.866,0.36141472068507,0.375656449161121,0.263761184765089,4
"DSC_1078_Plate1Round2Start.JPG",2,1,"e",12,1,1,1,294,80.426,94.381,0.571,28.601,17.678,1.701,0.588,0.853,0.364554306481177,0.373274281899959,0.262492803989503,5
"DSC_1078_Plate1Round2Start.JPG",2,1,"f",12,1,2,1,257,73.74,97.163,0.594,26,15.706,1.761,0.568,0.844,0.357255333820487,0.380230471818834,0.262692588742628,6
"DSC_1078_Plate1Round2Start.JPG",2,1,"g",12,2,3,2,612,173.723,88.019,0.4675,25.8255,17.6305,1.524,0.658,0.7745,0.365319161300317,0.371399641593731,0.263856253546305,7
"DSC_1078_Plate1Round2Start.JPG",2,1,"h",12,1,1,1,546,98.225,84.06,0.711,35.847,22.278,1.683,0.594,0.879,0.35131651994607,0.37607661194385,0.272785312078674,8
"DSC_1082_Plate2Round2Start.JPG",2,2,"a",1,1,1,1,666,103.64,80.668,0.779,34.234,26.3,1.282,0.78,0.909,0.348886795259582,0.370729409431249,0.280466438571263,1
"DSC_1082_Plate2Round2Start.JPG",2,2,"b",1,1,1,1,433,86.669,80.266,0.724,31.048,21.105,1.546,0.647,0.871,0.348428973662572,0.371705745064328,0.280359471424181,2
"DSC_1082_Plate2Round2Start.JPG",2,2,"c",1,1,0,1,366,100.811,85.464,0.453,34.482,19.527,1.896,0.527,0.797,0.37002714593279,0.373201971980405,0.257246715966177,3
"DSC_1082_Plate2Round2Start.JPG",2,2,"d",1,1,1,1,690,133.095,87.49,0.489,37.054,31.589,1.147,0.872,0.795,0.357126528746142,0.371642473425534,0.271756772202537,4
"DSC_1082_Plate2Round2Start.JPG",2,2,"e",1,1,1,2,551,145.439,91.4945,0.5275,23.2445,15.782,1.5675,0.701,0.8305,0.367606071537469,0.371876638005229,0.260779751650611,5
"DSC_1082_Plate2Round2Start.JPG",2,2,"f",1,2,2,2,706,165.237,90.8545,0.657,26.1575,20.003,1.336,0.7795,0.867,0.365349950431586,0.377692409716234,0.25709104540385,6
"DSC_1082_Plate2Round2Start.JPG",2,2,"g",1,1,3,1,458,91.74,85.225,0.684,30.887,21.92,1.435,0.697,0.906,0.365620416544441,0.380608193996284,0.25408428669209,7
"DSC_1082_Plate2Round2Start.JPG",2,2,"h",1,1,0,1,993,395.647,84.373,0.08,64.777,36.791,1.688,0.593,0.585,0.364101470059537,0.367096108944805,0.270070599204327,8
"DSC_1082_Plate2Round2Start.JPG",2,2,"a",2,1,1,1,536,98.912,82.091,0.688,36.401,21.347,1.775,0.564,0.912,0.355524154089161,0.375030961575163,0.26976972709148,1
"DSC_1082_Plate2Round2Start.JPG",2,2,"b",2,1,2,1,277,92.912,85.267,0.403,26.87,20,1.075,0.93,0.695,0.354377035273513,0.367289416382266,0.279209229049144,2
"DSC_1082_Plate2Round2Start.JPG",2,2,"c",2,1,1,1,1227,223.421,89.097,0.309,59.237,32,1.983,0.504,0.815,0.356977975315293,0.372878248799997,0.27066006711786,3
"DSC_1082_Plate2Round2Start.JPG",2,2,"d",2,1,1,1,159,65.598,93.792,0.464,25,10.363,2.585,0.387,0.822,0.361789918116684,0.36858509609917,0.269720942795405,4
"DSC_1082_Plate2Round2Start.JPG",2,2,"e",2,1,3,1,357,87.841,86.305,0.581,28.636,18.051,1.63,0.613,0.897,0.362717494158314,0.375235115771585,0.262819844350463,5
"DSC_1082_Plate2Round2Start.JPG",2,2,"f",2,2,4,2,1031,190.552,90.1355,0.712,34.5925,22.883,1.5055,0.6665,0.884,0.357717645470077,0.380372082871877,0.262061556130621,6
"DSC_1082_Plate2Round2Start.JPG",2,2,"g",2,1,1,1,311,84.569,88.939,0.546,29.275,20,1.309,0.764,0.777,0.35067480707751,0.365932455578168,0.282826806387899,7
"DSC_1082_Plate2Round2Start.JPG",2,2,"h",2,1,2,1,535,94.326,85.419,0.756,30.806,26,1.063,0.94,0.903,0.359233113632018,0.379220860308206,0.262607460479128,8
"DSC_1082_Plate2Round2Start.JPG",2,2,"a",3,1,1,1,826,162.409,85.743,0.394,42.544,32,1.275,0.784,0.834,0.34545871577466,0.371999269133729,0.282355410937336,1
"DSC_1082_Plate2Round2Start.JPG",2,2,"b",3,2,3,3,1184,244.836,89.155,0.643666666666667,27.9403333333333,19.1343333333333,1.517,0.692333333333333,0.853333333333333,0.356692466143543,0.374783982856685,0.268883717633199,2
"DSC_1082_Plate2Round2Start.JPG",2,2,"c",3,2,2,2,1594,234.492,89.8635,0.7325,39.0395,31.092,1.266,0.795,0.907,0.367073896581334,0.388359956044237,0.244522089100238,3
"DSC_1082_Plate2Round2Start.JPG",2,2,"d",3,1,1,1,480,85.497,93.931,0.825,30.265,22,1.314,0.761,0.917,0.36550233682171,0.378224441345243,0.257000706192134,4
"DSC_1082_Plate2Round2Start.JPG",2,2,"e",3,1,3,1,705,118.711,86.284,0.629,36.401,28.765,1.224,0.817,0.859,0.355600883902771,0.37910466212353,0.266040053775903,5
"DSC_1082_Plate2Round2Start.JPG",2,2,"f",3,1,2,1,608,112.368,88.038,0.605,34.928,26.787,1.356,0.737,0.859,0.359439484465042,0.382478778103395,0.258278622110149,6
"DSC_1082_Plate2Round2Start.JPG",2,2,"g",3,2,3,2,830,167.824,91.687,0.727,28.028,20.699,1.347,0.755,0.897,0.360965810615675,0.376981076748893,0.262658888030446,7
"DSC_1082_Plate2Round2Start.JPG",2,2,"h",3,2,3,2,489,138.853,90.668,0.72,22.353,14.5335,1.548,0.7265,0.868,0.359707518049583,0.368529128093118,0.272228979038939,8
"DSC_1082_Plate2Round2Start.JPG",2,2,"a",4,2,2,2,398,144.61,92.592,0.5775,24.3575,13.703,1.654,0.6055,0.7865,0.352948533532547,0.362194940865671,0.284343343240397,1
"DSC_1082_Plate2Round2Start.JPG",2,2,"b",4,2,2,2,825,189.965,93.107,0.5455,32.0195,20.1705,1.7165,0.584,0.802,0.352865072415952,0.371486125635219,0.275794098602336,2
"DSC_1082_Plate2Round2Start.JPG",2,2,"c",4,2,3,2,641,183.48,92.2485,0.4745,23.381,18.9155,1.264,0.7915,0.812,0.362377686835686,0.372434580319139,0.265865142541935,3
"DSC_1082_Plate2Round2Start.JPG",2,2,"d",4,2,4,2,1056,220.35,93.942,0.547,33.978,25.0545,1.2865,0.783,0.838,0.360419713359388,0.370244664289486,0.269651495008049,4
"DSC_1082_Plate2Round2Start.JPG",2,2,"e",4,2,2,2,813,165.48,92.6885,0.7605,26.6205,21.907,1.276,0.786,0.892,0.356774123937859,0.37086069643551,0.27297215479682,5
"DSC_1082_Plate2Round2Start.JPG",2,2,"f",4,3,3,3,1777,376.859,92.9986666666667,0.524333333333333,35.0553333333333,26.035,1.384,0.733,0.850333333333333,0.362291055303831,0.372592476520744,0.265665372686389,6
"DSC_1082_Plate2Round2Start.JPG",2,2,"g",4,1,1,1,219,58.77,94.356,0.797,22.091,14.549,1.571,0.637,0.89,0.36136899967499,0.375888479093363,0.262954484434835,7
"DSC_1082_Plate2Round2Start.JPG",2,2,"h",4,3,4,3,975,236.593,85.9903333333333,0.633333333333333,29.0203333333333,18.1036666666667,1.66366666666667,0.606666666666667,0.852,0.364742773896603,0.378356198133018,0.257228726782411,8
"DSC_1082_Plate2Round2Start.JPG",2,2,"a",5,1,2,1,608,113.296,82.796,0.595,37.216,25.359,1.613,0.62,0.87,0.357376362787252,0.381354976890993,0.261639048585278,1
"DSC_1082_Plate2Round2Start.JPG",2,2,"b",5,2,3,2,848,197.723,82.65,0.4805,31.252,19.461,1.7685,0.5875,0.8165,0.368537386987055,0.380287232109809,0.252076204393068,2
"DSC_1082_Plate2Round2Start.JPG",2,2,"c",5,1,1,1,598,105.054,84.445,0.681,34.438,25.494,1.433,0.698,0.869,0.360542364852863,0.380409339412241,0.259277241597095,3
"DSC_1082_Plate2Round2Start.JPG",2,2,"d",5,1,2,1,635,105.64,86.496,0.715,37.336,26,1.491,0.671,0.894,0.366984215069676,0.393632846220249,0.23935596251079,4
"DSC_1082_Plate2Round2Start.JPG",2,2,"e",5,1,1,1,777,111.882,87.346,0.78,39.319,28.853,1.4,0.714,0.91,0.370327967699341,0.399758813607187,0.230287210251948,5
